x: 11011100 220  y: 11011100 250
x: 11001100 204  y: 11001100 64
x: 01101000 104  y: 01101000 32
x: 11110101 245  y: 11110101 101
x: 11010010 210  y: 11010010 112
x: 00110100 52  y: 00110100 134
x: 10000001 129  y: 10000001 143
x: 00100000 32  y: 00100000 77
x: 10011011 155  y: 10011011 169
x: 01011010 90  y: 01011010 6
x: 11110000 240  y: 11110000 156
x: 01011101 93  y: 01011101 160
x: 10100101 165  y: 10100101 65
x: 10111011 187  y: 10111011 196
x: 00110000 48  y: 00110000 104
x: 10000111 135  y: 10000111 54
x: 11001110 206  y: 11001110 27
x: 01011000 88  y: 01011000 250
x: 00101101 45  y: 00101101 230
x: 01100101 101  y: 01100101 6
x: 01001000 72  y: 01001000 52
x: 00111111 63  y: 00111111 161
x: 11001100 204  y: 11001100 122
x: 11000110 198  y: 11000110 225
x: 10000100 132  y: 10000100 97
x: 10110000 176  y: 10110000 93
x: 10101111 175  y: 10101111 147
x: 01101011 107  y: 01101011 74
x: 01011010 90  y: 01011010 119
x: 00001110 14  y: 00001110 227
x: 10111001 185  y: 10111001 213
x: 11010010 210  y: 11010010 15
x: 10011011 155  y: 10011011 41
x: 01001001 73  y: 01001001 153
x: 11101101 237  y: 11101101 210
x: 01100010 98  y: 01100010 231
x: 11100011 227  y: 11100011 55
x: 11001001 201  y: 11001001 34
x: 01111111 127  y: 01111111 132
x: 10000000 128  y: 10000000 230
x: 01101011 107  y: 01101011 133
x: 00001110 14  y: 00001110 100
x: 10011000 152  y: 10011000 186
x: 00100101 37  y: 00100101 132
x: 10100100 164  y: 10100100 130
x: 01011000 88  y: 01011000 16
x: 01011100 92  y: 01011100 142
x: 01110010 114  y: 01110010 221
x: 01111110 126  y: 01111110 145
x: 10111100 188  y: 10111100 106
x: 11110011 243  y: 11110011 255
x: 01111001 121  y: 01111001 68
x: 00011000 24  y: 00011000 228
x: 10101110 174  y: 10101110 209
x: 10101101 173  y: 10101101 170
x: 01110011 115  y: 01110011 148
x: 10010000 144  y: 10010000 65
x: 10000100 132  y: 10000100 98
x: 00111000 56  y: 00111000 245
x: 01110010 114  y: 01110010 221
x: 10000101 133  y: 10000101 189
x: 00010101 21  y: 00010101 150
x: 01100100 100  y: 01100100 162
x: 01011010 90  y: 01011010 52
x: 10101000 168  y: 10101000 26
x: 01100010 98  y: 01100010 43
x: 01001110 78  y: 01001110 181
x: 11010000 208  y: 11010000 160
x: 00100010 34  y: 00100010 83
x: 01110010 114  y: 01110010 230
x: 01010010 82  y: 01010010 130
x: 11110001 241  y: 11110001 69
x: 01010110 86  y: 01010110 33
x: 00100111 39  y: 00100111 115
x: 00001101 13  y: 00001101 11
x: 10011100 156  y: 10011100 163
x: 01100001 97  y: 01100001 225
x: 00001100 12  y: 00001100 132
x: 00101000 40  y: 00101000 117
x: 11001011 203  y: 11001011 189
x: 00001001 9  y: 00001001 230
x: 11010000 208  y: 11010000 132
x: 00100110 38  y: 00100110 233
x: 11110100 244  y: 11110100 183
x: 01001000 72  y: 01001000 243
x: 11010100 212  y: 11010100 78
x: 10110110 182  y: 10110110 201
x: 10100010 162  y: 10100010 118
x: 11101100 236  y: 11101100 78
x: 00011101 29  y: 00011101 236
x: 10001101 141  y: 10001101 23
x: 11100010 226  y: 11100010 186
x: 11100111 231  y: 11100111 48
x: 01100110 102  y: 01100110 31
x: 01010000 80  y: 01010000 234
x: 01001011 75  y: 01001011 34
x: 11010111 215  y: 11010111 237
x: 00000000 0  y: 00000000 129
x: 11101111 239  y: 11101111 225
x: 00010000 16  y: 00010000 167
x: 01000110 70  y: 01000110 76
x: 00100100 36  y: 00100100 184
x: 11110100 244  y: 11110100 211
x: 10100110 166  y: 10100110 40
x: 01101110 110  y: 01101110 160
x: 10111011 187  y: 10111011 132
x: 10001011 139  y: 10001011 164
x: 10001110 142  y: 10001110 208
x: 10000000 128  y: 10000000 104
x: 01000100 68  y: 01000100 37
x: 10011001 153  y: 10011001 193
x: 11001101 205  y: 11001101 114
x: 01011110 94  y: 01011110 193
x: 11010100 212  y: 11010100 195
x: 10100010 162  y: 10100010 234
x: 11001000 200  y: 11001000 187
x: 01001100 76  y: 01001100 139
x: 11101110 238  y: 11101110 253
x: 11000110 198  y: 11000110 188
x: 01110001 113  y: 01110001 31
x: 00111110 62  y: 00111110 220
x: 00100100 36  y: 00100100 211
x: 00101100 44  y: 00101100 178
x: 11001010 202  y: 11001010 224
x: 10000100 132  y: 10000100 18
x: 00000100 4  y: 00000100 228
x: 01011001 89  y: 01011001 75
x: 00111000 56  y: 00111000 121
x: 10011001 153  y: 10011001 162
x: 00010110 22  y: 00010110 157
x: 01110111 119  y: 01110111 161
x: 10010100 148  y: 10010100 58
x: 00111000 56  y: 00111000 25
x: 01110011 115  y: 01110011 148
x: 10001010 138  y: 10001010 227
x: 01110010 114  y: 01110010 248
x: 01101001 105  y: 01101001 19
x: 01001010 74  y: 01001010 97
x: 10111010 186  y: 10111010 98
x: 01100011 99  y: 01100011 103
x: 11100000 224  y: 11100000 135
x: 00011011 27  y: 00011011 191
x: 01000100 68  y: 01000100 212
x: 11011101 221  y: 11011101 220
x: 11110001 241  y: 11110001 8
x: 01011100 92  y: 01011100 83
x: 11100001 225  y: 11100001 200
x: 10000000 128  y: 10000000 213
x: 10111110 190  y: 10111110 36
x: 11100010 226  y: 11100010 3
x: 11110010 242  y: 11110010 217
x: 10011111 159  y: 10011111 113
x: 01011110 94  y: 01011110 207
x: 11100011 227  y: 11100011 254
x: 01100100 100  y: 01100100 54
x: 00101000 40  y: 00101000 131
x: 11100111 231  y: 11100111 121
x: 00111001 57  y: 00111001 7
x: 11111100 252  y: 11111100 240
x: 00111010 58  y: 00111010 222
x: 11001100 204  y: 11001100 216
x: 10100001 161  y: 10100001 157
x: 10111110 190  y: 10111110 32
x: 10000111 135  y: 10000111 135
x: 11110001 241  y: 11110001 88
x: 01011010 90  y: 01011010 141
x: 01110000 112  y: 01110000 175
x: 11001110 206  y: 11001110 101
x: 10010110 150  y: 10010110 106
x: 10000001 129  y: 10000001 232
x: 10011101 157  y: 10011101 12
x: 00101011 43  y: 00101011 30
x: 00000101 5  y: 00000101 42
x: 01111101 125  y: 01111101 220
x: 00011011 27  y: 00011011 250
x: 01111100 124  y: 01111100 139
x: 01100000 96  y: 01100000 7
x: 00101110 46  y: 00101110 144
x: 01010111 87  y: 01010111 119
x: 00001001 9  y: 00001001 250
x: 00010001 17  y: 00010001 145
x: 10001100 140  y: 10001100 89
x: 01100010 98  y: 01100010 237
x: 00010001 17  y: 00010001 97
x: 11101100 236  y: 11101100 36
x: 00000010 2  y: 00000010 73
x: 00001101 13  y: 00001101 180
x: 11010100 212  y: 11010100 147
x: 11110011 243  y: 11110011 180
x: 11000010 194  y: 11000010 231
x: 11101111 239  y: 11101111 27
x: 11000010 194  y: 11000010 120
x: 11011001 217  y: 11011001 235
x: 01001100 76  y: 01001100 15
x: 01000000 64  y: 01000000 161
x: 11100111 231  y: 11100111 244
x: 00000001 1  y: 00000001 112
x: 00101001 41  y: 00101001 62
x: 00010000 16  y: 00010000 130
x: 00000111 7  y: 00000111 153
x: 00001001 9  y: 00001001 180
x: 10101001 169  y: 10101001 210
x: 10111101 189  y: 10111101 119
x: 10011100 156  y: 10011100 214
x: 01001010 74  y: 01001010 51
x: 10101100 172  y: 10101100 176
x: 00010100 20  y: 00010100 64
x: 11100101 229  y: 11100101 160
x: 11111010 250  y: 11111010 49
x: 01010101 85  y: 01010101 25
x: 10100100 164  y: 10100100 84
x: 00011010 26  y: 00011010 199
x: 10111100 188  y: 10111100 93
x: 11000101 197  y: 11000101 74
x: 00101010 42  y: 00101010 79
x: 00101101 45  y: 00101101 135
x: 00010110 22  y: 00010110 193
